Approval,Date,Value,Variable,date
Don't know,20/06/2012,0.15,All Adults,20/06/2012
Approve,21/06/2012,0.33,All Adults,21/06/2012
Disapprove,22/06/2012,0.52,All Adults,22/06/2012
Don't know,23/06/2012,0.15,All Adults,23/06/2012
Approve,24/06/2012,0.32,All Adults,24/06/2012
Disapprove,25/06/2012,0.53,All Adults,25/06/2012
Don't know,26/06/2012,0.15,All Adults,26/06/2012
Approve,27/06/2012,0.32,All Adults,27/06/2012
Disapprove,28/06/2012,0.52,All Adults,28/06/2012
Don't know,29/06/2012,0.16,All Adults,29/06/2012
Approve,30/06/2012,0.32,All Adults,30/06/2012
Disapprove,01/07/2012,0.53,All Adults,01/07/2012
Don't know,02/07/2012,0.15,All Adults,02/07/2012
Approve,03/07/2012,0.32,All Adults,03/07/2012
Disapprove,04/07/2012,0.54,All Adults,04/07/2012
Don't know,05/07/2012,0.14,All Adults,05/07/2012
Approve,06/07/2012,0.31,All Adults,06/07/2012
Disapprove,07/07/2012,0.55,All Adults,07/07/2012
Don't know,08/07/2012,0.14,All Adults,08/07/2012
Approve,09/07/2012,0.32,All Adults,09/07/2012
Disapprove,10/07/2012,0.53,All Adults,10/07/2012
Don't know,11/07/2012,0.15,All Adults,11/07/2012
Approve,12/07/2012,0.31,All Adults,12/07/2012
Disapprove,13/07/2012,0.54,All Adults,13/07/2012
Don't know,14/07/2012,0.14,All Adults,14/07/2012
Approve,15/07/2012,0.33,All Adults,15/07/2012
Disapprove,16/07/2012,0.52,All Adults,16/07/2012
Don't know,17/07/2012,0.15,All Adults,17/07/2012
Approve,18/07/2012,0.31,All Adults,18/07/2012
Disapprove,19/07/2012,0.54,All Adults,19/07/2012
Don't know,20/07/2012,0.15,All Adults,20/07/2012
Approve,21/07/2012,0.31,All Adults,21/07/2012
Disapprove,22/07/2012,0.54,All Adults,22/07/2012
Don't know,23/07/2012,0.16,All Adults,23/07/2012
Approve,24/07/2012,0.31,All Adults,24/07/2012
Disapprove,25/07/2012,0.52,All Adults,25/07/2012
Don't know,26/07/2012,0.16,All Adults,26/07/2012
Approve,27/07/2012,0.31,All Adults,27/07/2012
Disapprove,28/07/2012,0.53,All Adults,28/07/2012
Don't know,29/07/2012,0.16,All Adults,29/07/2012
Approve,30/07/2012,0.3,All Adults,30/07/2012
Disapprove,31/07/2012,0.54,All Adults,31/07/2012
Don't know,01/08/2012,0.15,All Adults,01/08/2012
Approve,02/08/2012,0.32,All Adults,02/08/2012
Disapprove,03/08/2012,0.52,All Adults,03/08/2012
Don't know,04/08/2012,0.16,All Adults,04/08/2012
Approve,05/08/2012,0.32,All Adults,05/08/2012
Disapprove,06/08/2012,0.53,All Adults,06/08/2012
Don't know,07/08/2012,0.16,All Adults,07/08/2012
Approve,08/08/2012,0.32,All Adults,08/08/2012
Disapprove,09/08/2012,0.52,All Adults,09/08/2012
Don't know,10/08/2012,0.16,All Adults,10/08/2012
Approve,11/08/2012,0.31,All Adults,11/08/2012
Disapprove,12/08/2012,0.52,All Adults,12/08/2012
Don't know,13/08/2012,0.16,All Adults,13/08/2012
Approve,14/08/2012,0.31,All Adults,14/08/2012
Disapprove,15/08/2012,0.54,All Adults,15/08/2012
Don't know,16/08/2012,0.15,All Adults,16/08/2012
Approve,17/08/2012,0.3,All Adults,17/08/2012
Disapprove,18/08/2012,0.54,All Adults,18/08/2012
Don't know,19/08/2012,0.16,All Adults,19/08/2012
Approve,20/08/2012,0.31,All Adults,20/08/2012
Disapprove,21/08/2012,0.55,All Adults,21/08/2012
Don't know,22/08/2012,0.15,All Adults,22/08/2012
Approve,23/08/2012,0.31,All Adults,23/08/2012
Disapprove,24/08/2012,0.55,All Adults,24/08/2012
Don't know,25/08/2012,0.15,All Adults,25/08/2012
Approve,26/08/2012,0.31,All Adults,26/08/2012
Disapprove,27/08/2012,0.54,All Adults,27/08/2012
Don't know,28/08/2012,0.15,All Adults,28/08/2012
Approve,29/08/2012,0.31,All Adults,29/08/2012
Disapprove,30/08/2012,0.55,All Adults,30/08/2012
Don't know,31/08/2012,0.14,All Adults,31/08/2012
Approve,01/09/2012,0.33,All Adults,01/09/2012
Disapprove,02/09/2012,0.54,All Adults,02/09/2012
Don't know,03/09/2012,0.13,All Adults,03/09/2012
Approve,04/09/2012,0.31,All Adults,04/09/2012
Disapprove,05/09/2012,0.55,All Adults,05/09/2012
Don't know,06/09/2012,0.14,All Adults,06/09/2012
Approve,07/09/2012,0.31,All Adults,07/09/2012
Disapprove,08/09/2012,0.54,All Adults,08/09/2012
Don't know,09/09/2012,0.15,All Adults,09/09/2012
Approve,10/09/2012,0.31,All Adults,10/09/2012
Disapprove,11/09/2012,0.54,All Adults,11/09/2012
Don't know,12/09/2012,0.14,All Adults,12/09/2012
Approve,13/09/2012,0.31,All Adults,13/09/2012
Disapprove,14/09/2012,0.54,All Adults,14/09/2012
Don't know,15/09/2012,0.15,All Adults,15/09/2012
Approve,16/09/2012,0.31,All Adults,16/09/2012
Disapprove,17/09/2012,0.55,All Adults,17/09/2012
Don't know,18/09/2012,0.15,All Adults,18/09/2012
Approve,19/09/2012,0.31,All Adults,19/09/2012
Disapprove,20/09/2012,0.53,All Adults,20/09/2012
Don't know,21/09/2012,0.15,All Adults,21/09/2012
Approve,22/09/2012,0.31,All Adults,22/09/2012
Disapprove,23/09/2012,0.55,All Adults,23/09/2012
Don't know,24/09/2012,0.13,All Adults,24/09/2012
Approve,25/09/2012,0.31,All Adults,25/09/2012
Disapprove,26/09/2012,0.55,All Adults,26/09/2012
Don't know,27/09/2012,0.15,All Adults,27/09/2012
Approve,28/09/2012,0.31,All Adults,28/09/2012
Disapprove,29/09/2012,0.55,All Adults,29/09/2012
Don't know,30/09/2012,0.14,All Adults,30/09/2012
Approve,01/10/2012,0.31,All Adults,01/10/2012
Disapprove,02/10/2012,0.54,All Adults,02/10/2012
Don't know,03/10/2012,0.15,All Adults,03/10/2012
Approve,04/10/2012,0.31,All Adults,04/10/2012
Disapprove,05/10/2012,0.54,All Adults,05/10/2012
Don't know,06/10/2012,0.15,All Adults,06/10/2012
Approve,07/10/2012,0.32,All Adults,07/10/2012
Disapprove,08/10/2012,0.53,All Adults,08/10/2012
Don't know,09/10/2012,0.15,All Adults,09/10/2012
Approve,10/10/2012,0.31,All Adults,10/10/2012
Disapprove,11/10/2012,0.54,All Adults,11/10/2012
Don't know,12/10/2012,0.15,All Adults,12/10/2012
Approve,13/10/2012,0.32,All Adults,13/10/2012
Disapprove,14/10/2012,0.53,All Adults,14/10/2012
Don't know,15/10/2012,0.15,All Adults,15/10/2012
Approve,16/10/2012,0.33,All Adults,16/10/2012
Disapprove,17/10/2012,0.53,All Adults,17/10/2012
Don't know,18/10/2012,0.14,All Adults,18/10/2012
Approve,19/10/2012,0.33,All Adults,19/10/2012
Disapprove,20/10/2012,0.52,All Adults,20/10/2012
Don't know,21/10/2012,0.16,All Adults,21/10/2012
Approve,22/10/2012,0.32,All Adults,22/10/2012
Disapprove,23/10/2012,0.53,All Adults,23/10/2012
Don't know,24/10/2012,0.15,All Adults,24/10/2012
Approve,25/10/2012,0.32,All Adults,25/10/2012
Disapprove,26/10/2012,0.53,All Adults,26/10/2012
Don't know,27/10/2012,0.15,All Adults,27/10/2012
Approve,28/10/2012,0.33,All Adults,28/10/2012
Disapprove,29/10/2012,0.52,All Adults,29/10/2012
Don't know,30/10/2012,0.14,All Adults,30/10/2012
Approve,31/10/2012,0.33,All Adults,31/10/2012
Disapprove,01/11/2012,0.53,All Adults,01/11/2012
Don't know,02/11/2012,0.14,All Adults,02/11/2012
Approve,03/11/2012,0.34,All Adults,03/11/2012
Disapprove,04/11/2012,0.51,All Adults,04/11/2012
Don't know,05/11/2012,0.15,All Adults,05/11/2012
Approve,06/11/2012,0.34,All Adults,06/11/2012
Disapprove,07/11/2012,0.51,All Adults,07/11/2012
Don't know,08/11/2012,0.16,All Adults,08/11/2012
Approve,09/11/2012,0.37,All Adults,09/11/2012
Disapprove,10/11/2012,0.49,All Adults,10/11/2012
Don't know,11/11/2012,0.15,All Adults,11/11/2012
Approve,12/11/2012,0.36,All Adults,12/11/2012
Disapprove,13/11/2012,0.49,All Adults,13/11/2012
Don't know,14/11/2012,0.15,All Adults,14/11/2012
Approve,15/11/2012,0.37,All Adults,15/11/2012
Disapprove,16/11/2012,0.49,All Adults,16/11/2012
Don't know,17/11/2012,0.14,All Adults,17/11/2012
Approve,18/11/2012,0.37,All Adults,18/11/2012
Disapprove,19/11/2012,0.5,All Adults,19/11/2012
Don't know,20/11/2012,0.13,All Adults,20/11/2012
Approve,21/11/2012,0.37,All Adults,21/11/2012
Disapprove,22/11/2012,0.5,All Adults,22/11/2012
Don't know,23/11/2012,0.13,All Adults,23/11/2012
Approve,24/11/2012,0.37,All Adults,24/11/2012
Disapprove,25/11/2012,0.5,All Adults,25/11/2012
Don't know,26/11/2012,0.13,All Adults,26/11/2012
Approve,27/11/2012,0.38,All Adults,27/11/2012
Disapprove,28/11/2012,0.49,All Adults,28/11/2012
Don't know,29/11/2012,0.13,All Adults,29/11/2012
Approve,30/11/2012,0.41,All Adults,30/11/2012
Disapprove,01/12/2012,0.45,All Adults,01/12/2012
Don't know,02/12/2012,0.14,All Adults,02/12/2012
Approve,03/12/2012,0.4,All Adults,03/12/2012
Disapprove,04/12/2012,0.44,All Adults,04/12/2012
Don't know,05/12/2012,0.15,All Adults,05/12/2012
Approve,06/12/2012,0.41,All Adults,06/12/2012
Disapprove,07/12/2012,0.45,All Adults,07/12/2012
Don't know,08/12/2012,0.14,All Adults,08/12/2012
Approve,09/12/2012,0.4,All Adults,09/12/2012
Disapprove,10/12/2012,0.45,All Adults,10/12/2012
Don't know,11/12/2012,0.16,All Adults,11/12/2012
Approve,12/12/2012,0.4,All Adults,12/12/2012
Disapprove,13/12/2012,0.44,All Adults,13/12/2012
Don't know,14/12/2012,0.16,All Adults,14/12/2012
Approve,15/12/2012,0.4,All Adults,15/12/2012
Disapprove,16/12/2012,0.43,All Adults,16/12/2012
Don't know,17/12/2012,0.17,All Adults,17/12/2012
Approve,18/12/2012,0.4,All Adults,18/12/2012
Disapprove,19/12/2012,0.44,All Adults,19/12/2012
Don't know,20/12/2012,0.16,All Adults,20/12/2012
Approve,21/12/2012,0.39,All Adults,21/12/2012
Disapprove,22/12/2012,0.46,All Adults,22/12/2012
Don't know,23/12/2012,0.15,All Adults,23/12/2012
Approve,24/12/2012,0.37,All Adults,24/12/2012
Disapprove,25/12/2012,0.47,All Adults,25/12/2012
Don't know,26/12/2012,0.15,All Adults,26/12/2012
Approve,27/12/2012,0.4,All Adults,27/12/2012
Disapprove,28/12/2012,0.44,All Adults,28/12/2012
Don't know,29/12/2012,0.16,All Adults,29/12/2012
Approve,30/12/2012,0.37,All Adults,30/12/2012
Disapprove,31/12/2012,0.49,All Adults,31/12/2012
Don't know,01/01/2013,0.15,All Adults,01/01/2013
Approve,02/01/2013,0.37,All Adults,02/01/2013
Disapprove,03/01/2013,0.5,All Adults,03/01/2013
Don't know,04/01/2013,0.13,All Adults,04/01/2013
Approve,05/01/2013,0.35,All Adults,05/01/2013
Disapprove,06/01/2013,0.5,All Adults,06/01/2013
Don't know,07/01/2013,0.15,All Adults,07/01/2013
Approve,08/01/2013,0.32,All Adults,08/01/2013
Disapprove,09/01/2013,0.53,All Adults,09/01/2013
Don't know,10/01/2013,0.15,All Adults,10/01/2013
Approve,11/01/2013,0.32,All Adults,11/01/2013
Disapprove,12/01/2013,0.5,All Adults,12/01/2013
Don't know,13/01/2013,0.18,All Adults,13/01/2013
Approve,14/01/2013,0.33,All Adults,14/01/2013
Disapprove,15/01/2013,0.51,All Adults,15/01/2013
Don't know,16/01/2013,0.16,All Adults,16/01/2013
Approve,17/01/2013,0.29,All Adults,17/01/2013
Disapprove,18/01/2013,0.52,All Adults,18/01/2013
Don't know,19/01/2013,0.19,All Adults,19/01/2013
Approve,20/01/2013,0.22,All Adults,20/01/2013
Disapprove,21/01/2013,0.58,All Adults,21/01/2013
Don't know,22/01/2013,0.2,All Adults,22/01/2013
Approve,23/01/2013,0.22,All Adults,23/01/2013
Disapprove,24/01/2013,0.55,All Adults,24/01/2013
Don't know,25/01/2013,0.23,All Adults,25/01/2013
Approve,26/01/2013,0.24,All Adults,26/01/2013
Disapprove,27/01/2013,0.58,All Adults,27/01/2013
Don't know,28/01/2013,0.18,All Adults,28/01/2013
Approve,29/01/2013,0.24,All Adults,29/01/2013
Disapprove,30/01/2013,0.56,All Adults,30/01/2013
Don't know,31/01/2013,0.2,All Adults,31/01/2013
Approve,01/02/2013,0.18,All Adults,01/02/2013
Disapprove,02/02/2013,0.61,All Adults,02/02/2013
Don't know,03/02/2013,0.21,All Adults,03/02/2013
Approve,04/02/2013,0.22,All Adults,04/02/2013
Disapprove,05/02/2013,0.57,All Adults,05/02/2013
Don't know,06/02/2013,0.21,All Adults,06/02/2013
Approve,07/02/2013,0.27,All Adults,07/02/2013
Disapprove,08/02/2013,0.48,All Adults,08/02/2013
Don't know,09/02/2013,0.25,All Adults,09/02/2013
Approve,10/02/2013,0.26,All Adults,10/02/2013
Disapprove,11/02/2013,0.46,All Adults,11/02/2013
Don't know,12/02/2013,0.27,All Adults,12/02/2013
Approve,13/02/2013,0.25,All Adults,13/02/2013
Disapprove,14/02/2013,0.49,All Adults,14/02/2013
Don't know,15/02/2013,0.25,All Adults,15/02/2013
Approve,16/02/2013,0.29,All Adults,16/02/2013
Disapprove,17/02/2013,0.41,All Adults,17/02/2013
Don't know,18/02/2013,0.3,All Adults,18/02/2013
Approve,19/02/2013,0.28,All Adults,19/02/2013
Disapprove,20/02/2013,0.45,All Adults,20/02/2013
Don't know,21/02/2013,0.27,All Adults,21/02/2013
Approve,22/02/2013,0.26,All Adults,22/02/2013
Disapprove,23/02/2013,0.49,All Adults,23/02/2013
Don't know,24/02/2013,0.25,All Adults,24/02/2013
Approve,25/02/2013,0.3,All Adults,25/02/2013
Disapprove,26/02/2013,0.39,All Adults,26/02/2013
Don't know,27/02/2013,0.31,All Adults,27/02/2013
Approve,28/02/2013,0.3,All Adults,28/02/2013
Disapprove,01/03/2013,0.43,All Adults,01/03/2013
Don't know,02/03/2013,0.28,All Adults,02/03/2013
Approve,03/03/2013,0.34,All Adults,03/03/2013
Disapprove,04/03/2013,0.41,All Adults,04/03/2013
Don't know,05/03/2013,0.25,All Adults,05/03/2013
Approve,06/03/2013,0.35,All Adults,06/03/2013
Disapprove,07/03/2013,0.41,All Adults,07/03/2013
Don't know,08/03/2013,0.23,All Adults,08/03/2013
Approve,09/03/2013,0.35,All Adults,09/03/2013
Disapprove,10/03/2013,0.43,All Adults,10/03/2013
Don't know,11/03/2013,0.22,All Adults,11/03/2013
Approve,12/03/2013,0.32,All Adults,12/03/2013
Disapprove,13/03/2013,0.47,All Adults,13/03/2013
Don't know,14/03/2013,0.21,All Adults,14/03/2013
Approve,15/03/2013,0.24,All Adults,15/03/2013
Disapprove,16/03/2013,0.53,All Adults,16/03/2013
Don't know,17/03/2013,0.24,All Adults,17/03/2013
Approve,18/03/2013,0.23,All Adults,18/03/2013
Disapprove,19/03/2013,0.53,All Adults,19/03/2013
Don't know,20/03/2013,0.24,All Adults,20/03/2013
Approve,21/03/2013,0.23,All Adults,21/03/2013
Disapprove,22/03/2013,0.51,All Adults,22/03/2013
Don't know,23/03/2013,0.26,All Adults,23/03/2013
Approve,24/03/2013,0.21,All Adults,24/03/2013
Disapprove,25/03/2013,0.53,All Adults,25/03/2013
Don't know,26/03/2013,0.26,All Adults,26/03/2013
Approve,27/03/2013,0.21,All Adults,27/03/2013
Disapprove,28/03/2013,0.52,All Adults,28/03/2013
Don't know,29/03/2013,0.27,All Adults,29/03/2013
Approve,30/03/2013,0.2,All Adults,30/03/2013
Disapprove,31/03/2013,0.55,All Adults,31/03/2013
Don't know,01/04/2013,0.25,All Adults,01/04/2013
Approve,02/04/2013,0.2,All Adults,02/04/2013
Disapprove,03/04/2013,0.49,All Adults,03/04/2013
Don't know,04/04/2013,0.31,All Adults,04/04/2013
Approve,05/04/2013,0.24,All Adults,05/04/2013
Disapprove,06/04/2013,0.52,All Adults,06/04/2013
Don't know,07/04/2013,0.24,All Adults,07/04/2013
Approve,08/04/2013,0.25,All Adults,08/04/2013
Disapprove,09/04/2013,0.48,All Adults,09/04/2013
Don't know,10/04/2013,0.26,All Adults,10/04/2013
Approve,11/04/2013,0.29,All Adults,11/04/2013
Disapprove,12/04/2013,0.45,All Adults,12/04/2013
Don't know,13/04/2013,0.26,All Adults,13/04/2013
Approve,14/04/2013,0.26,All Adults,14/04/2013
Disapprove,15/04/2013,0.48,All Adults,15/04/2013
Don't know,16/04/2013,0.26,All Adults,16/04/2013
Approve,17/04/2013,0.23,All Adults,17/04/2013
Disapprove,18/04/2013,0.49,All Adults,18/04/2013
Don't know,19/04/2013,0.28,All Adults,19/04/2013
Approve,20/04/2013,0.25,All Adults,20/04/2013
Disapprove,21/04/2013,0.38,All Adults,21/04/2013
Don't know,22/04/2013,0.37,All Adults,22/04/2013
Approve,23/04/2013,0.18,All Adults,23/04/2013
Disapprove,24/04/2013,0.56,All Adults,24/04/2013
Don't know,25/04/2013,0.26,All Adults,25/04/2013
Approve,26/04/2013,0.2,All Adults,26/04/2013
Disapprove,27/04/2013,0.52,All Adults,27/04/2013
Don't know,28/04/2013,0.28,All Adults,28/04/2013
Approve,29/04/2013,0.19,All Adults,29/04/2013
Disapprove,30/04/2013,0.57,All Adults,30/04/2013
Don't know,01/05/2013,0.24,All Adults,01/05/2013
Approve,02/05/2013,0.21,All Adults,02/05/2013
Disapprove,03/05/2013,0.51,All Adults,03/05/2013
Don't know,04/05/2013,0.28,All Adults,04/05/2013
Approve,05/05/2013,0.19,All Adults,05/05/2013
Disapprove,06/05/2013,0.55,All Adults,06/05/2013
Don't know,07/05/2013,0.26,All Adults,07/05/2013
Approve,08/05/2013,0.2,All Adults,08/05/2013
Disapprove,09/05/2013,0.57,All Adults,09/05/2013
Don't know,10/05/2013,0.23,All Adults,10/05/2013
Approve,11/05/2013,0.13,All Adults,11/05/2013
Disapprove,12/05/2013,0.6,All Adults,12/05/2013
Don't know,13/05/2013,0.26,All Adults,13/05/2013
Approve,14/05/2013,0.11,All Adults,14/05/2013
Disapprove,15/05/2013,0.67,All Adults,15/05/2013
Don't know,16/05/2013,0.22,All Adults,16/05/2013
Approve,17/05/2013,0.11,All Adults,17/05/2013
Disapprove,18/05/2013,0.66,All Adults,18/05/2013
Don't know,19/05/2013,0.24,All Adults,19/05/2013
Approve,20/05/2013,0.09,All Adults,20/05/2013
Disapprove,21/05/2013,0.72,All Adults,21/05/2013
Don't know,22/05/2013,0.2,All Adults,22/05/2013
Approve,23/05/2013,0.1,All Adults,23/05/2013
Disapprove,24/05/2013,0.71,All Adults,24/05/2013
Don't know,25/05/2013,0.18,All Adults,25/05/2013
Approve,26/05/2013,0.11,All Adults,26/05/2013
Disapprove,27/05/2013,0.7,All Adults,27/05/2013
Don't know,28/05/2013,0.19,All Adults,28/05/2013
Approve,29/05/2013,0.1,All Adults,29/05/2013
Disapprove,30/05/2013,0.69,All Adults,30/05/2013
Don't know,31/05/2013,0.22,All Adults,31/05/2013
Approve,01/06/2013,0.14,All Adults,01/06/2013
Disapprove,02/06/2013,0.69,All Adults,02/06/2013
Don't know,03/06/2013,0.17,All Adults,03/06/2013
Approve,04/06/2013,0.1,All Adults,04/06/2013
Disapprove,05/06/2013,0.69,All Adults,05/06/2013
Don't know,06/06/2013,0.21,All Adults,06/06/2013
Approve,07/06/2013,0.14,All Adults,07/06/2013
Disapprove,08/06/2013,0.63,All Adults,08/06/2013
Don't know,09/06/2013,0.22,All Adults,09/06/2013
Approve,10/06/2013,0.15,All Adults,10/06/2013
Disapprove,11/06/2013,0.62,All Adults,11/06/2013
Don't know,12/06/2013,0.23,All Adults,12/06/2013
Approve,13/06/2013,0.2,All Adults,13/06/2013
Disapprove,14/06/2013,0.62,All Adults,14/06/2013
Don't know,15/06/2013,0.18,All Adults,15/06/2013
Approve,16/06/2013,0.16,All Adults,16/06/2013
Disapprove,17/06/2013,0.62,All Adults,17/06/2013
Don't know,18/06/2013,0.21,All Adults,18/06/2013
Approve,19/06/2013,0.18,All Adults,19/06/2013
Disapprove,20/06/2013,0.59,All Adults,20/06/2013
Don't know,21/06/2013,0.23,All Adults,21/06/2013
Approve,22/06/2013,0.22,All Adults,22/06/2013
Disapprove,23/06/2013,0.57,All Adults,23/06/2013
Don't know,24/06/2013,0.21,All Adults,24/06/2013
Approve,25/06/2013,0.16,All Adults,25/06/2013
Disapprove,26/06/2013,0.66,All Adults,26/06/2013
Don't know,27/06/2013,0.18,All Adults,27/06/2013
Approve,28/06/2013,0.18,All Adults,28/06/2013
Disapprove,29/06/2013,0.66,All Adults,29/06/2013
Don't know,30/06/2013,0.16,All Adults,30/06/2013
Approve,01/07/2013,0.17,All Adults,01/07/2013
Disapprove,02/07/2013,0.64,All Adults,02/07/2013
Don't know,03/07/2013,0.18,All Adults,03/07/2013
Approve,04/07/2013,0.17,All Adults,04/07/2013
Disapprove,05/07/2013,0.64,All Adults,05/07/2013
Don't know,06/07/2013,0.19,All Adults,06/07/2013
Approve,07/07/2013,0.2,All Adults,07/07/2013
Disapprove,08/07/2013,0.61,All Adults,08/07/2013
Don't know,09/07/2013,0.19,All Adults,09/07/2013
Approve,10/07/2013,0.18,All Adults,10/07/2013
Disapprove,11/07/2013,0.6,All Adults,11/07/2013
Don't know,12/07/2013,0.23,All Adults,12/07/2013
Approve,13/07/2013,0.22,All Adults,13/07/2013
Disapprove,14/07/2013,0.56,All Adults,14/07/2013
Don't know,15/07/2013,0.22,All Adults,15/07/2013
Approve,16/07/2013,0.2,All Adults,16/07/2013
Disapprove,17/07/2013,0.58,All Adults,17/07/2013
Don't know,18/07/2013,0.22,All Adults,18/07/2013
Approve,19/07/2013,0.19,All Adults,19/07/2013
Disapprove,20/07/2013,0.62,All Adults,20/07/2013
Don't know,21/07/2013,0.19,All Adults,21/07/2013
Approve,22/07/2013,0.22,All Adults,22/07/2013
Disapprove,23/07/2013,0.59,All Adults,23/07/2013
Don't know,24/07/2013,0.19,All Adults,24/07/2013
Approve,25/07/2013,0.21,All Adults,25/07/2013
Disapprove,26/07/2013,0.59,All Adults,26/07/2013
Don't know,27/07/2013,0.19,All Adults,27/07/2013
Approve,28/07/2013,0.22,All Adults,28/07/2013
Disapprove,29/07/2013,0.58,All Adults,29/07/2013
Don't know,30/07/2013,0.19,All Adults,30/07/2013
Approve,31/07/2013,0.22,All Adults,31/07/2013
Disapprove,01/08/2013,0.59,All Adults,01/08/2013
Don't know,02/08/2013,0.19,All Adults,02/08/2013
Approve,03/08/2013,0.27,All Adults,03/08/2013
Disapprove,04/08/2013,0.53,All Adults,04/08/2013
Don't know,05/08/2013,0.2,All Adults,05/08/2013
Approve,06/08/2013,0.34,All Adults,06/08/2013
Disapprove,07/08/2013,0.46,All Adults,07/08/2013
Don't know,08/08/2013,0.21,All Adults,08/08/2013
Approve,09/08/2013,0.32,All Adults,09/08/2013
Disapprove,10/08/2013,0.44,All Adults,10/08/2013
Don't know,11/08/2013,0.24,All Adults,11/08/2013
Approve,12/08/2013,0.3,All Adults,12/08/2013
Disapprove,13/08/2013,0.45,All Adults,13/08/2013
Don't know,14/08/2013,0.25,All Adults,14/08/2013
Approve,15/08/2013,0.33,All Adults,15/08/2013
Disapprove,16/08/2013,0.42,All Adults,16/08/2013
