Approval,Date,Value,Variable,date
Approve,23/11/2020,0.25,Female,28/12/2013
Disapprove,23/11/2020,0.5,Female,29/12/2013
Don't know,23/11/2020,0.24,Female,30/12/2013
Approve,30/11/2020,0.25,Female,31/12/2013
Disapprove,30/11/2020,0.5,Female,01/01/2014
Don't know,30/11/2020,0.25,Female,02/01/2014
Approve,07/12/2020,0.25,Female,03/01/2014
Disapprove,07/12/2020,0.5,Female,04/01/2014
Don't know,07/12/2020,0.24,Female,05/01/2014
Approve,14/12/2020,0.26,Female,06/01/2014
Disapprove,14/12/2020,0.47,Female,07/01/2014
Don't know,14/12/2020,0.27,Female,08/01/2014
Approve,20/12/2020,0.23,Female,09/01/2014
Disapprove,20/12/2020,0.5,Female,10/01/2014
Don't know,20/12/2020,0.27,Female,11/01/2014
Approve,28/12/2020,0.31,Female,12/01/2014
Disapprove,28/12/2020,0.44,Female,13/01/2014
Don't know,28/12/2020,0.25,Female,14/01/2014
Approve,04/01/2021,0.3,Female,15/01/2014
Disapprove,04/01/2021,0.46,Female,16/01/2014
Don't know,04/01/2021,0.25,Female,17/01/2014
Approve,11/01/2021,0.3,Female,18/01/2014
Disapprove,11/01/2021,0.47,Female,19/01/2014
Don't know,11/01/2021,0.23,Female,20/01/2014
Approve,18/01/2021,0.28,Female,21/01/2014
Disapprove,18/01/2021,0.47,Female,22/01/2014
Don't know,18/01/2021,0.25,Female,23/01/2014
Approve,25/01/2021,0.29,Female,24/01/2014
Disapprove,25/01/2021,0.45,Female,25/01/2014
Don't know,25/01/2021,0.26,Female,26/01/2014
Approve,01/02/2021,0.3,Female,27/01/2014
Disapprove,01/02/2021,0.45,Female,28/01/2014
Don't know,01/02/2021,0.25,Female,29/01/2014
Approve,08/02/2021,0.29,Female,30/01/2014
Disapprove,08/02/2021,0.45,Female,31/01/2014
Don't know,08/02/2021,0.26,Female,01/02/2014
Approve,15/02/2021,0.27,Female,02/02/2014
Disapprove,15/02/2021,0.46,Female,03/02/2014
Don't know,15/02/2021,0.27,Female,04/02/2014
Approve,22/02/2021,0.32,Female,05/02/2014
Disapprove,22/02/2021,0.44,Female,06/02/2014
Don't know,22/02/2021,0.24,Female,07/02/2014
Approve,01/03/2021,0.35,Female,08/02/2014
Disapprove,01/03/2021,0.39,Female,09/02/2014
Don't know,01/03/2021,0.26,Female,10/02/2014
Approve,08/03/2021,0.33,Female,11/02/2014
Disapprove,08/03/2021,0.41,Female,12/02/2014
Don't know,08/03/2021,0.26,Female,13/02/2014
Approve,15/03/2021,0.35,Female,14/02/2014
Disapprove,15/03/2021,0.42,Female,15/02/2014
Don't know,15/03/2021,0.23,Female,16/02/2014
Approve,22/03/2021,0.35,Female,17/02/2014
Disapprove,22/03/2021,0.38,Female,18/02/2014
Don't know,22/03/2021,0.27,Female,19/02/2014
Approve,29/03/2021,0.33,Female,20/02/2014
Disapprove,29/03/2021,0.4,Female,21/02/2014
Don't know,29/03/2021,0.28,Female,22/02/2014
Approve,05/04/2021,0.34,Female,23/02/2014
Disapprove,05/04/2021,0.38,Female,24/02/2014
Don't know,05/04/2021,0.28,Female,25/02/2014
Approve,12/04/2021,0.37,Female,26/02/2014
Disapprove,12/04/2021,0.36,Female,27/02/2014
Don't know,12/04/2021,0.27,Female,28/02/2014
Approve,19/04/2021,0.35,Female,01/03/2014
Disapprove,19/04/2021,0.37,Female,02/03/2014
Don't know,19/04/2021,0.28,Female,03/03/2014
Approve,26/04/2021,0.34,Female,04/03/2014
Disapprove,26/04/2021,0.39,Female,05/03/2014
Don't know,26/04/2021,0.26,Female,06/03/2014
Approve,03/05/2021,0.34,Female,07/03/2014
Disapprove,03/05/2021,0.4,Female,08/03/2014
Don't know,03/05/2021,0.26,Female,09/03/2014
Approve,10/05/2021,0.41,Female,10/03/2014
Disapprove,10/05/2021,0.35,Female,11/03/2014
Don't know,10/05/2021,0.25,Female,12/03/2014
Approve,17/05/2021,0.36,Female,13/03/2014
Disapprove,17/05/2021,0.37,Female,14/03/2014
Don't know,17/05/2021,0.28,Female,15/03/2014
Approve,24/05/2021,0.39,Female,16/03/2014
Disapprove,24/05/2021,0.4,Female,17/03/2014
Don't know,24/05/2021,0.22,Female,18/03/2014
Approve,31/05/2021,0.31,Female,19/03/2014
Disapprove,31/05/2021,0.43,Female,20/03/2014
Don't know,31/05/2021,0.26,Female,21/03/2014
Approve,07/06/2021,0.36,Female,22/03/2014
Disapprove,07/06/2021,0.39,Female,23/03/2014
Don't know,07/06/2021,0.26,Female,24/03/2014
Approve,14/06/2021,0.34,Female,25/03/2014
Disapprove,14/06/2021,0.43,Female,26/03/2014
Don't know,14/06/2021,0.23,Female,27/03/2014
Approve,21/06/2021,0.34,Female,28/03/2014
Disapprove,21/06/2021,0.43,Female,29/03/2014
Don't know,21/06/2021,0.23,Female,30/03/2014
Approve,28/06/2021,0.28,Female,31/03/2014
Disapprove,28/06/2021,0.47,Female,01/04/2014
Don't know,28/06/2021,0.25,Female,02/04/2014
Approve,05/07/2021,0.31,Female,03/04/2014
Disapprove,05/07/2021,0.48,Female,04/04/2014
Don't know,05/07/2021,0.22,Female,05/04/2014
Approve,12/07/2021,0.32,Female,06/04/2014
Disapprove,12/07/2021,0.45,Female,07/04/2014
Don't know,12/07/2021,0.23,Female,08/04/2014
Approve,19/07/2021,0.28,Female,09/04/2014
Disapprove,19/07/2021,0.48,Female,10/04/2014
Don't know,19/07/2021,0.24,Female,11/04/2014
Approve,26/07/2021,0.25,Female,12/04/2014
Disapprove,26/07/2021,0.49,Female,13/04/2014
Don't know,26/07/2021,0.25,Female,14/04/2014
Approve,02/08/2021,0.27,Female,15/04/2014
Disapprove,02/08/2021,0.48,Female,16/04/2014
Don't know,02/08/2021,0.25,Female,17/04/2014
Approve,09/08/2021,0.3,Female,18/04/2014
Disapprove,09/08/2021,0.45,Female,19/04/2014
Don't know,09/08/2021,0.25,Female,20/04/2014
Approve,16/08/2021,0.28,Female,21/04/2014
Disapprove,16/08/2021,0.45,Female,22/04/2014
Don't know,16/08/2021,0.26,Female,23/04/2014
Approve,23/08/2021,0.25,Female,24/04/2014
Disapprove,23/08/2021,0.47,Female,25/04/2014
Don't know,23/08/2021,0.29,Female,26/04/2014
Approve,29/08/2021,0.25,Female,27/04/2014
Disapprove,29/08/2021,0.48,Female,28/04/2014
Don't know,29/08/2021,0.28,Female,29/04/2014
Approve,06/09/2021,0.24,Female,30/04/2014
Disapprove,06/09/2021,0.47,Female,01/05/2014
Don't know,06/09/2021,0.29,Female,02/05/2014
Approve,12/09/2021,0.25,Female,03/05/2014
Disapprove,12/09/2021,0.49,Female,04/05/2014
Don't know,12/09/2021,0.26,Female,05/05/2014
Approve,19/09/2021,0.27,Female,06/05/2014
Disapprove,19/09/2021,0.46,Female,07/05/2014
Don't know,19/09/2021,0.28,Female,08/05/2014
Approve,26/09/2021,0.24,Female,09/05/2014
Disapprove,26/09/2021,0.51,Female,10/05/2014
Don't know,26/09/2021,0.26,Female,11/05/2014
Approve,04/10/2021,0.26,Female,12/05/2014
Disapprove,04/10/2021,0.49,Female,13/05/2014
Don't know,04/10/2021,0.25,Female,14/05/2014
Approve,11/10/2021,0.26,Female,15/05/2014
Disapprove,11/10/2021,0.51,Female,16/05/2014
Don't know,11/10/2021,0.23,Female,17/05/2014
Approve,18/10/2021,0.23,Female,18/05/2014
Disapprove,18/10/2021,0.48,Female,19/05/2014
Don't know,18/10/2021,0.29,Female,20/05/2014
Approve,25/10/2021,0.23,Female,21/05/2014
Disapprove,25/10/2021,0.5,Female,22/05/2014
Don't know,25/10/2021,0.26,Female,23/05/2014
Approve,01/11/2021,0.23,Female,24/05/2014
Disapprove,01/11/2021,0.47,Female,25/05/2014
Don't know,01/11/2021,0.3,Female,26/05/2014
Approve,07/11/2021,0.19,Female,27/05/2014
Disapprove,07/11/2021,0.51,Female,28/05/2014
Don't know,07/11/2021,0.3,Female,29/05/2014
Approve,15/11/2021,0.2,Female,30/05/2014
Disapprove,15/11/2021,0.54,Female,31/05/2014
Don't know,15/11/2021,0.26,Female,01/06/2014
Approve,22/11/2021,0.19,Female,02/06/2014
Disapprove,22/11/2021,0.55,Female,03/06/2014
Don't know,22/11/2021,0.26,Female,04/06/2014
Approve,29/11/2021,0.22,Female,05/06/2014
Disapprove,29/11/2021,0.51,Female,06/06/2014
Don't know,29/11/2021,0.26,Female,07/06/2014
Approve,05/12/2021,0.22,Female,08/06/2014
Disapprove,05/12/2021,0.53,Female,09/06/2014
Don't know,05/12/2021,0.25,Female,10/06/2014
Approve,13/12/2021,0.18,Female,11/06/2014
Disapprove,13/12/2021,0.62,Female,12/06/2014
Don't know,13/12/2021,0.2,Female,13/06/2014
Approve,20/12/2021,0.19,Female,14/06/2014
Disapprove,20/12/2021,0.6,Female,15/06/2014
Don't know,20/12/2021,0.21,Female,16/06/2014
Approve,27/12/2021,0.21,Female,17/06/2014
Disapprove,27/12/2021,0.55,Female,18/06/2014
Don't know,27/12/2021,0.23,Female,19/06/2014
Approve,02/01/2022,0.23,Female,20/06/2014
Disapprove,02/01/2022,0.53,Female,21/06/2014
Don't know,02/01/2022,0.24,Female,22/06/2014
Approve,10/01/2022,0.21,Female,23/06/2014
Disapprove,10/01/2022,0.53,Female,24/06/2014
Don't know,10/01/2022,0.26,Female,25/06/2014
Approve,17/01/2022,0.18,Female,26/06/2014
Disapprove,17/01/2022,0.64,Female,27/06/2014
Don't know,17/01/2022,0.18,Female,28/06/2014
Approve,24/01/2022,0.2,Female,29/06/2014
Disapprove,24/01/2022,0.59,Female,30/06/2014
Don't know,24/01/2022,0.21,Female,01/07/2014
Approve,31/01/2022,0.21,Female,02/07/2014
Disapprove,31/01/2022,0.6,Female,03/07/2014
Don't know,31/01/2022,0.2,Female,04/07/2014
Approve,06/02/2022,0.15,Female,05/07/2014
Disapprove,06/02/2022,0.62,Female,06/07/2014
Don't know,06/02/2022,0.23,Female,07/07/2014
Approve,13/02/2022,0.18,Female,08/07/2014
Disapprove,13/02/2022,0.59,Female,09/07/2014
Don't know,13/02/2022,0.23,Female,10/07/2014
Approve,21/02/2022,0.17,Female,11/07/2014
Disapprove,21/02/2022,0.6,Female,12/07/2014
Don't know,21/02/2022,0.23,Female,13/07/2014
Approve,28/02/2022,0.21,Female,14/07/2014
Disapprove,28/02/2022,0.57,Female,15/07/2014
Don't know,28/02/2022,0.23,Female,16/07/2014
Approve,07/03/2022,0.22,Female,17/07/2014
Disapprove,07/03/2022,0.53,Female,18/07/2014
Don't know,07/03/2022,0.24,Female,19/07/2014
Approve,14/03/2022,0.21,Female,20/07/2014
Disapprove,14/03/2022,0.52,Female,21/07/2014
Don't know,14/03/2022,0.27,Female,22/07/2014
Approve,20/03/2022,0.25,Female,23/07/2014
Disapprove,20/03/2022,0.49,Female,24/07/2014
Don't know,20/03/2022,0.26,Female,25/07/2014
Approve,28/03/2022,0.22,Female,26/07/2014
Disapprove,28/03/2022,0.52,Female,27/07/2014
Don't know,28/03/2022,0.26,Female,28/07/2014
Approve,04/04/2022,0.18,Female,29/07/2014
Disapprove,04/04/2022,0.58,Female,30/07/2014
Don't know,04/04/2022,0.24,Female,31/07/2014
Approve,11/04/2022,0.19,Female,01/08/2014
Disapprove,11/04/2022,0.55,Female,02/08/2014
Don't know,11/04/2022,0.26,Female,03/08/2014
Approve,18/04/2022,0.21,Female,04/08/2014
Disapprove,18/04/2022,0.58,Female,05/08/2014
Don't know,18/04/2022,0.21,Female,06/08/2014
Approve,24/04/2022,0.2,Female,07/08/2014
Disapprove,24/04/2022,0.59,Female,08/08/2014
Don't know,24/04/2022,0.22,Female,09/08/2014
Approve,02/05/2022,0.19,Female,10/08/2014
Disapprove,02/05/2022,0.61,Female,11/08/2014
Don't know,02/05/2022,0.2,Female,12/08/2014
Approve,08/05/2022,0.2,Female,13/08/2014
Disapprove,08/05/2022,0.58,Female,14/08/2014
Don't know,08/05/2022,0.22,Female,15/08/2014
Approve,16/05/2022,0.18,Female,16/08/2014
Disapprove,16/05/2022,0.6,Female,17/08/2014
Don't know,16/05/2022,0.22,Female,18/08/2014
Approve,22/05/2022,0.2,Female,19/08/2014
Disapprove,22/05/2022,0.57,Female,20/08/2014
Don't know,22/05/2022,0.24,Female,21/08/2014
Approve,29/05/2022,0.19,Female,22/08/2014
Disapprove,29/05/2022,0.59,Female,23/08/2014
Don't know,29/05/2022,0.21,Female,24/08/2014
Approve,06/06/2022,0.2,Female,25/08/2014
Disapprove,06/06/2022,0.58,Female,26/08/2014
Don't know,06/06/2022,0.22,Female,27/08/2014
Approve,13/06/2022,0.19,Female,28/08/2014
Disapprove,13/06/2022,0.59,Female,29/08/2014
Don't know,13/06/2022,0.22,Female,30/08/2014
Approve,19/06/2022,0.19,Female,31/08/2014
Disapprove,19/06/2022,0.58,Female,01/09/2014
Don't know,19/06/2022,0.23,Female,02/09/2014
Approve,27/06/2022,0.2,Female,03/09/2014
Disapprove,27/06/2022,0.61,Female,04/09/2014
Don't know,27/06/2022,0.2,Female,05/09/2014
Approve,03/07/2022,0.18,Female,06/09/2014
Disapprove,03/07/2022,0.59,Female,07/09/2014
Don't know,03/07/2022,0.23,Female,08/09/2014
Approve,11/07/2022,0.17,Female,09/09/2014
Disapprove,11/07/2022,0.65,Female,10/09/2014
Don't know,11/07/2022,0.18,Female,11/09/2014
Approve,17/07/2022,0.17,Female,12/09/2014
Disapprove,17/07/2022,0.61,Female,13/09/2014
Don't know,17/07/2022,0.22,Female,14/09/2014
Approve,25/07/2022,0.2,Female,15/09/2014
Disapprove,25/07/2022,0.61,Female,16/09/2014
Don't know,25/07/2022,0.19,Female,17/09/2014
Approve,31/07/2022,0.2,Female,18/09/2014
Disapprove,31/07/2022,0.58,Female,19/09/2014
Don't know,31/07/2022,0.23,Female,20/09/2014
Approve,08/08/2022,0.15,Female,21/09/2014
Disapprove,08/08/2022,0.61,Female,22/09/2014
Don't know,08/08/2022,0.24,Female,23/09/2014
Approve,15/08/2022,0.17,Female,24/09/2014
Disapprove,15/08/2022,0.62,Female,25/09/2014
Don't know,15/08/2022,0.21,Female,26/09/2014
Approve,22/08/2022,0.17,Female,27/09/2014
Disapprove,22/08/2022,0.62,Female,28/09/2014
Don't know,22/08/2022,0.21,Female,29/09/2014
Approve,29/08/2022,0.16,Female,30/09/2014
Disapprove,29/08/2022,0.63,Female,01/10/2014
Don't know,29/08/2022,0.22,Female,02/10/2014
Approve,05/09/2022,0.15,Female,03/10/2014
Disapprove,05/09/2022,0.63,Female,04/10/2014
Don't know,05/09/2022,0.22,Female,05/10/2014
Approve,12/09/2022,0.2,Female,06/10/2014
Disapprove,12/09/2022,0.55,Female,07/10/2014
Don't know,12/09/2022,0.26,Female,08/10/2014
Approve,25/09/2022,0.14,Female,09/10/2014
Disapprove,25/09/2022,0.59,Female,10/10/2014
Don't know,25/09/2022,0.27,Female,11/10/2014
Approve,02/10/2022,0.09,Female,12/10/2014
Disapprove,02/10/2022,0.72,Female,13/10/2014
Don't know,02/10/2022,0.19,Female,14/10/2014
Approve,09/10/2022,0.11,Female,15/10/2014
Disapprove,09/10/2022,0.69,Female,16/10/2014
Don't know,09/10/2022,0.21,Female,17/10/2014
Approve,17/10/2022,0.04,Female,18/10/2014
Disapprove,17/10/2022,0.77,Female,19/10/2014
Don't know,17/10/2022,0.19,Female,20/10/2014
Approve,23/10/2022,0.05,Female,21/10/2014
Disapprove,23/10/2022,0.82,Female,22/10/2014
Don't know,23/10/2022,0.14,Female,23/10/2014
Approve,31/10/2022,0.08,Female,24/10/2014
Disapprove,31/10/2022,0.73,Female,25/10/2014
Don't know,31/10/2022,0.2,Female,26/10/2014
Approve,07/11/2022,0.1,Female,27/10/2014
Disapprove,07/11/2022,0.69,Female,28/10/2014
Don't know,07/11/2022,0.21,Female,29/10/2014
Approve,14/11/2022,0.09,Female,30/10/2014
Disapprove,14/11/2022,0.68,Female,31/10/2014
Don't know,14/11/2022,0.23,Female,01/11/2014
Approve,21/11/2022,0.11,Female,02/11/2014
Disapprove,21/11/2022,0.67,Female,03/11/2014
Don't know,21/11/2022,0.22,Female,04/11/2014
Approve,28/11/2022,0.11,Female,05/11/2014
Disapprove,28/11/2022,0.65,Female,06/11/2014
Don't know,28/11/2022,0.24,Female,07/11/2014
Approve,05/12/2022,0.11,Female,08/11/2014
Disapprove,05/12/2022,0.66,Female,09/11/2014
Don't know,05/12/2022,0.22,Female,10/11/2014
Approve,12/12/2022,0.13,Female,11/11/2014
Disapprove,12/12/2022,0.63,Female,12/11/2014
Don't know,12/12/2022,0.25,Female,13/11/2014
Approve,19/12/2022,0.1,Female,14/11/2014
Disapprove,19/12/2022,0.66,Female,15/11/2014
Don't know,19/12/2022,0.23,Female,16/11/2014
Approve,26/12/2022,0.13,Female,17/11/2014
Disapprove,26/12/2022,0.64,Female,18/11/2014
Don't know,26/12/2022,0.24,Female,19/11/2014
Approve,01/01/2023,0.11,Female,20/11/2014
Disapprove,01/01/2023,0.61,Female,21/11/2014
Don't know,01/01/2023,0.27,Female,22/11/2014
Approve,09/01/2023,0.11,Female,23/11/2014
Disapprove,09/01/2023,0.68,Female,24/11/2014
Don't know,09/01/2023,0.21,Female,25/11/2014
Approve,15/01/2023,0.12,Female,26/11/2014
Disapprove,15/01/2023,0.61,Female,27/11/2014
Don't know,15/01/2023,0.27,Female,28/11/2014
Approve,23/01/2023,0.12,Female,29/11/2014
Disapprove,23/01/2023,0.63,Female,30/11/2014
Don't know,23/01/2023,0.26,Female,01/12/2014
Approve,30/01/2023,0.1,Female,02/12/2014
Disapprove,30/01/2023,0.66,Female,03/12/2014
Don't know,30/01/2023,0.24,Female,04/12/2014
Approve,06/02/2023,0.12,Female,05/12/2014
Disapprove,06/02/2023,0.66,Female,06/12/2014
Don't know,06/02/2023,0.22,Female,07/12/2014
Approve,13/02/2023,0.08,Female,08/12/2014
Disapprove,13/02/2023,0.7,Female,09/12/2014
Don't know,13/02/2023,0.22,Female,10/12/2014
Approve,20/02/2023,0.12,Female,11/12/2014
Disapprove,20/02/2023,0.64,Female,12/12/2014
Don't know,20/02/2023,0.24,Female,13/12/2014
Approve,26/02/2023,0.11,Female,14/12/2014
Disapprove,26/02/2023,0.63,Female,15/12/2014
Don't know,26/02/2023,0.25,Female,16/12/2014
Approve,06/03/2023,0.12,Female,17/12/2014
Disapprove,06/03/2023,0.65,Female,18/12/2014
Don't know,06/03/2023,0.23,Female,19/12/2014
Approve,20/03/2023,0.14,Female,20/12/2014
Disapprove,20/03/2023,0.64,Female,21/12/2014
Don't know,20/03/2023,0.23,Female,22/12/2014
Approve,27/03/2023,0.13,Female,23/12/2014
Disapprove,27/03/2023,0.6,Female,24/12/2014
Don't know,27/03/2023,0.27,Female,25/12/2014
Approve,03/04/2023,0.14,Female,26/12/2014
Disapprove,03/04/2023,0.63,Female,27/12/2014
Don't know,03/04/2023,0.23,Female,28/12/2014
Approve,10/04/2023,0.13,Female,29/12/2014
Disapprove,10/04/2023,0.62,Female,30/12/2014
Don't know,10/04/2023,0.25,Female,31/12/2014
Approve,17/04/2023,0.15,Female,01/01/2015
Disapprove,17/04/2023,0.58,Female,02/01/2015
Don't know,17/04/2023,0.27,Female,03/01/2015
Approve,24/04/2023,0.13,Female,04/01/2015
Disapprove,24/04/2023,0.64,Female,05/01/2015
Don't know,24/04/2023,0.23,Female,06/01/2015
Approve,01/05/2023,0.12,Female,07/01/2015
Disapprove,01/05/2023,0.63,Female,08/01/2015
Don't know,01/05/2023,0.24,Female,09/01/2015
Approve,08/05/2023,0.13,Female,10/01/2015
Disapprove,08/05/2023,0.62,Female,11/01/2015
Don't know,08/05/2023,0.25,Female,12/01/2015
Approve,15/05/2023,0.14,Female,13/01/2015
Disapprove,15/05/2023,0.62,Female,14/01/2015
Don't know,15/05/2023,0.25,Female,15/01/2015
Approve,21/05/2023,0.15,Female,16/01/2015
Disapprove,21/05/2023,0.6,Female,17/01/2015
Don't know,21/05/2023,0.25,Female,18/01/2015
Approve,28/05/2023,0.13,Female,19/01/2015
Disapprove,28/05/2023,0.64,Female,20/01/2015
Don't know,28/05/2023,0.24,Female,21/01/2015
Approve,05/06/2023,0.14,Female,22/01/2015
Disapprove,05/06/2023,0.58,Female,23/01/2015
Don't know,05/06/2023,0.28,Female,24/01/2015
Approve,12/06/2023,0.13,Female,25/01/2015
Disapprove,12/06/2023,0.65,Female,26/01/2015
Don't know,12/06/2023,0.23,Female,27/01/2015
Approve,19/06/2023,0.12,Female,28/01/2015
Disapprove,19/06/2023,0.64,Female,29/01/2015
Don't know,19/06/2023,0.24,Female,30/01/2015
Approve,26/06/2023,0.12,Female,31/01/2015
Disapprove,26/06/2023,0.64,Female,01/02/2015
Don't know,26/06/2023,0.25,Female,02/02/2015
Approve,03/07/2023,0.11,Female,03/02/2015
Disapprove,03/07/2023,0.66,Female,04/02/2015
Don't know,03/07/2023,0.23,Female,05/02/2015
Approve,10/07/2023,0.1,Female,06/02/2015
Disapprove,10/07/2023,0.68,Female,07/02/2015
Don't know,10/07/2023,0.22,Female,08/02/2015
Approve,17/07/2023,0.11,Female,09/02/2015
Disapprove,17/07/2023,0.67,Female,10/02/2015
Don't know,17/07/2023,0.22,Female,11/02/2015
Approve,24/07/2023,0.13,Female,12/02/2015
Disapprove,24/07/2023,0.64,Female,13/02/2015
Don't know,24/07/2023,0.23,Female,14/02/2015
Approve,31/07/2023,0.12,Female,15/02/2015
Disapprove,31/07/2023,0.63,Female,16/02/2015
Don't know,31/07/2023,0.25,Female,17/02/2015
Approve,07/08/2023,0.14,Female,18/02/2015
Disapprove,07/08/2023,0.65,Female,19/02/2015
Don't know,07/08/2023,0.21,Female,20/02/2015
Approve,14/08/2023,0.13,Female,21/02/2015
Disapprove,14/08/2023,0.64,Female,22/02/2015
Don't know,14/08/2023,0.23,Female,23/02/2015
Approve,21/08/2023,0.12,Female,24/02/2015
Disapprove,21/08/2023,0.62,Female,25/02/2015
Don't know,21/08/2023,0.26,Female,26/02/2015
Approve,28/08/2023,0.12,Female,27/02/2015
Disapprove,28/08/2023,0.65,Female,28/02/2015
Don't know,28/08/2023,0.23,Female,01/03/2015
Approve,04/09/2023,0.11,Female,02/03/2015
Disapprove,04/09/2023,0.66,Female,03/03/2015
Don't know,04/09/2023,0.23,Female,04/03/2015
Approve,11/09/2023,0.11,Female,05/03/2015
Disapprove,11/09/2023,0.67,Female,06/03/2015
Don't know,11/09/2023,0.22,Female,07/03/2015
Approve,18/09/2023,0.1,Female,08/03/2015
Disapprove,18/09/2023,0.67,Female,09/03/2015
Don't know,18/09/2023,0.23,Female,10/03/2015
Approve,25/09/2023,0.13,Female,11/03/2015
Disapprove,25/09/2023,0.62,Female,12/03/2015
Don't know,25/09/2023,0.24,Female,13/03/2015
Approve,02/10/2023,0.11,Female,14/03/2015
Disapprove,02/10/2023,0.64,Female,15/03/2015
Don't know,02/10/2023,0.25,Female,16/03/2015
Approve,09/10/2023,0.1,Female,17/03/2015
Disapprove,09/10/2023,0.67,Female,18/03/2015
Don't know,09/10/2023,0.23,Female,19/03/2015
Approve,16/10/2023,0.13,Female,20/03/2015
Disapprove,16/10/2023,0.63,Female,21/03/2015
Don't know,16/10/2023,0.24,Female,22/03/2015
Approve,23/10/2023,0.12,Female,23/03/2015
Disapprove,23/10/2023,0.66,Female,24/03/2015
Don't know,23/10/2023,0.22,Female,25/03/2015
Approve,30/10/2023,0.13,Female,26/03/2015
Disapprove,30/10/2023,0.64,Female,27/03/2015
Don't know,30/10/2023,0.23,Female,28/03/2015
Approve,06/11/2023,0.12,Female,29/03/2015
Disapprove,06/11/2023,0.64,Female,30/03/2015
Don't know,06/11/2023,0.24,Female,31/03/2015
Approve,13/11/2023,0.11,Female,01/04/2015
Disapprove,13/11/2023,0.64,Female,02/04/2015
Don't know,13/11/2023,0.25,Female,03/04/2015
Approve,20/11/2023,0.1,Female,04/04/2015
Disapprove,20/11/2023,0.69,Female,05/04/2015
Don't know,20/11/2023,0.21,Female,06/04/2015
Approve,27/11/2023,0.12,Female,07/04/2015
