Approval,Date,Value,Variable
Don't know,29/05/2013,0.1,Male
Approve,05/06/2013,0.29,Male
Disapprove,05/06/2013,0.59,Male
Don't know,05/06/2013,0.12,Male
Approve,12/06/2013,0.29,Male
Disapprove,12/06/2013,0.6,Male
Don't know,12/06/2013,0.11,Male
Approve,19/06/2013,0.29,Male
Disapprove,19/06/2013,0.59,Male
Don't know,19/06/2013,0.12,Male
Approve,26/06/2013,0.29,Male
Disapprove,26/06/2013,0.59,Male
Don't know,26/06/2013,0.12,Male
Approve,03/07/2013,0.3,Male
Disapprove,03/07/2013,0.59,Male
Don't know,03/07/2013,0.11,Male
Approve,10/07/2013,0.31,Male
Disapprove,10/07/2013,0.59,Male
Don't know,10/07/2013,0.1,Male
Approve,16/07/2013,0.29,Male
Disapprove,16/07/2013,0.59,Male
Don't know,16/07/2013,0.12,Male
Approve,24/07/2013,0.32,Male
Disapprove,24/07/2013,0.56,Male
Don't know,24/07/2013,0.12,Male
Approve,30/07/2013,0.32,Male
Disapprove,30/07/2013,0.58,Male
Don't know,30/07/2013,0.1,Male
Approve,07/08/2013,0.33,Male
Disapprove,07/08/2013,0.56,Male
Don't know,07/08/2013,0.12,Male
Approve,14/08/2013,0.32,Male
Disapprove,14/08/2013,0.57,Male
Don't know,14/08/2013,0.11,Male
Approve,21/08/2013,0.32,Male
Disapprove,21/08/2013,0.57,Male
Don't know,21/08/2013,0.11,Male
Approve,28/08/2013,0.33,Male
Disapprove,28/08/2013,0.58,Male
Don't know,28/08/2013,0.09,Male
Approve,04/09/2013,0.31,Male
Disapprove,04/09/2013,0.58,Male
Don't know,04/09/2013,0.11,Male
Approve,11/09/2013,0.31,Male
Disapprove,11/09/2013,0.57,Male
Don't know,11/09/2013,0.12,Male
Approve,18/09/2013,0.35,Male
Disapprove,18/09/2013,0.55,Male
Don't know,18/09/2013,0.1,Male
Approve,23/09/2013,0.32,Male
Disapprove,23/09/2013,0.58,Male
Don't know,23/09/2013,0.09,Male
Approve,02/10/2013,0.33,Male
Disapprove,02/10/2013,0.56,Male
Don't know,02/10/2013,0.11,Male
Approve,09/10/2013,0.35,Male
Disapprove,09/10/2013,0.54,Male
Don't know,09/10/2013,0.11,Male
Approve,16/10/2013,0.35,Male
Disapprove,16/10/2013,0.55,Male
Don't know,16/10/2013,0.1,Male
Approve,23/10/2013,0.33,Male
Disapprove,23/10/2013,0.57,Male
Don't know,23/10/2013,0.1,Male
Approve,30/10/2013,0.33,Male
Disapprove,30/10/2013,0.57,Male
Don't know,30/10/2013,0.11,Male
Approve,06/11/2013,0.33,Male
Disapprove,06/11/2013,0.55,Male
Don't know,06/11/2013,0.12,Male
Approve,12/11/2013,0.32,Male
Disapprove,12/11/2013,0.56,Male
Don't know,12/11/2013,0.12,Male
Approve,20/11/2013,0.33,Male
Disapprove,20/11/2013,0.56,Male
Don't know,20/11/2013,0.11,Male
Approve,27/11/2013,0.33,Male
Disapprove,27/11/2013,0.57,Male
Don't know,27/11/2013,0.11,Male
Approve,04/12/2013,0.31,Male
Disapprove,04/12/2013,0.56,Male
Don't know,04/12/2013,0.12,Male
Approve,10/12/2013,0.34,Male
Disapprove,10/12/2013,0.55,Male
Don't know,10/12/2013,0.11,Male
Approve,12/12/2013,0.35,Male
Disapprove,12/12/2013,0.55,Male
Don't know,12/12/2013,0.1,Male
Approve,19/12/2013,0.34,Male
Disapprove,19/12/2013,0.56,Male
Don't know,19/12/2013,0.1,Male
Approve,08/01/2014,0.32,Male
Disapprove,08/01/2014,0.58,Male
Don't know,08/01/2014,0.11,Male
Approve,15/01/2014,0.34,Male
Disapprove,15/01/2014,0.55,Male
Don't know,15/01/2014,0.12,Male
Approve,22/01/2014,0.32,Male
Disapprove,22/01/2014,0.57,Male
Don't know,22/01/2014,0.11,Male
Approve,29/01/2014,0.36,Male
Disapprove,29/01/2014,0.54,Male
Don't know,29/01/2014,0.11,Male
Approve,30/01/2014,0.32,Male
Disapprove,30/01/2014,0.57,Male
Don't know,30/01/2014,0.11,Male
Approve,12/02/2014,0.35,Male
Disapprove,12/02/2014,0.54,Male
Don't know,12/02/2014,0.11,Male
Approve,18/02/2014,0.34,Male
Disapprove,18/02/2014,0.55,Male
Don't know,18/02/2014,0.11,Male
Approve,26/02/2014,0.35,Male
Disapprove,26/02/2014,0.55,Male
Don't know,26/02/2014,0.1,Male
Approve,05/03/2014,0.37,Male
Disapprove,05/03/2014,0.53,Male
Don't know,05/03/2014,0.1,Male
Approve,12/03/2014,0.35,Male
Disapprove,12/03/2014,0.54,Male
Don't know,12/03/2014,0.11,Male
Approve,19/03/2014,0.35,Male
Disapprove,19/03/2014,0.54,Male
Don't know,19/03/2014,0.11,Male
Approve,26/03/2014,0.38,Male
Disapprove,26/03/2014,0.5,Male
Don't know,26/03/2014,0.12,Male
Approve,02/04/2014,0.36,Male
Disapprove,02/04/2014,0.53,Male
Don't know,02/04/2014,0.11,Male
Approve,09/04/2014,0.36,Male
Disapprove,09/04/2014,0.54,Male
Don't know,09/04/2014,0.11,Male
Approve,16/04/2014,0.36,Male
Disapprove,16/04/2014,0.53,Male
Don't know,16/04/2014,0.11,Male
Approve,23/04/2014,0.38,Male
Disapprove,23/04/2014,0.52,Male
Don't know,23/04/2014,0.1,Male
Approve,30/04/2014,0.34,Male
Disapprove,30/04/2014,0.55,Male
Don't know,30/04/2014,0.11,Male
Approve,07/05/2014,0.37,Male
Disapprove,07/05/2014,0.51,Male
Don't know,07/05/2014,0.12,Male
Approve,14/05/2014,0.37,Male
Disapprove,14/05/2014,0.52,Male
Don't know,14/05/2014,0.11,Male
Approve,21/05/2014,0.37,Male
Disapprove,21/05/2014,0.52,Male
Don't know,21/05/2014,0.11,Male
Approve,28/05/2014,0.35,Male
Disapprove,28/05/2014,0.55,Male
Don't know,28/05/2014,0.1,Male
Approve,04/06/2014,0.37,Male
Disapprove,04/06/2014,0.53,Male
Don't know,04/06/2014,0.1,Male
Approve,11/06/2014,0.36,Male
Disapprove,11/06/2014,0.54,Male
Don't know,11/06/2014,0.1,Male
Approve,18/06/2014,0.38,Male
Disapprove,18/06/2014,0.52,Male
Don't know,18/06/2014,0.1,Male
Approve,25/06/2014,0.34,Male
Disapprove,25/06/2014,0.55,Male
Don't know,25/06/2014,0.11,Male
Approve,01/07/2014,0.36,Male
Disapprove,01/07/2014,0.53,Male
Don't know,01/07/2014,0.12,Male
Approve,09/07/2014,0.36,Male
Disapprove,09/07/2014,0.52,Male
Don't know,09/07/2014,0.12,Male
Approve,16/07/2014,0.36,Male
Disapprove,16/07/2014,0.52,Male
Don't know,16/07/2014,0.12,Male
Approve,23/07/2014,0.34,Male
Disapprove,23/07/2014,0.55,Male
Don't know,23/07/2014,0.11,Male
Approve,30/07/2014,0.37,Male
Disapprove,30/07/2014,0.52,Male
Don't know,30/07/2014,0.11,Male
Approve,04/08/2014,0.36,Male
Disapprove,04/08/2014,0.53,Male
Don't know,04/08/2014,0.12,Male
Approve,12/08/2014,0.37,Male
Disapprove,12/08/2014,0.51,Male
Don't know,12/08/2014,0.12,Male
Approve,20/08/2014,0.35,Male
Disapprove,20/08/2014,0.54,Male
Don't know,20/08/2014,0.11,Male
Approve,27/08/2014,0.35,Male
Disapprove,27/08/2014,0.55,Male
Don't know,27/08/2014,0.1,Male
Approve,03/09/2014,0.35,Male
Disapprove,03/09/2014,0.54,Male
Don't know,03/09/2014,0.11,Male
Approve,10/09/2014,0.35,Male
Disapprove,10/09/2014,0.54,Male
Don't know,10/09/2014,0.11,Male
Approve,17/09/2014,0.36,Male
Disapprove,17/09/2014,0.54,Male
Don't know,17/09/2014,0.11,Male
Approve,24/09/2014,0.36,Male
Disapprove,24/09/2014,0.54,Male
Don't know,24/09/2014,0.1,Male
Approve,01/10/2014,0.35,Male
Disapprove,01/10/2014,0.56,Male
Don't know,01/10/2014,0.1,Male
Approve,08/10/2014,0.36,Male
Disapprove,08/10/2014,0.55,Male
Don't know,08/10/2014,0.09,Male
Approve,15/10/2014,0.36,Male
Disapprove,15/10/2014,0.55,Male
Don't know,15/10/2014,0.09,Male
Approve,22/10/2014,0.35,Male
Disapprove,22/10/2014,0.54,Male
Don't know,22/10/2014,0.11,Male
Approve,29/10/2014,0.35,Male
Disapprove,29/10/2014,0.55,Male
Don't know,29/10/2014,0.09,Male
Approve,05/11/2014,0.34,Male
Disapprove,05/11/2014,0.56,Male
Don't know,05/11/2014,0.1,Male
Approve,12/11/2014,0.35,Male
Disapprove,12/11/2014,0.54,Male
Don't know,12/11/2014,0.11,Male
Approve,19/11/2014,0.36,Male
Disapprove,19/11/2014,0.54,Male
Don't know,19/11/2014,0.1,Male
Approve,26/11/2014,0.36,Male
Disapprove,26/11/2014,0.55,Male
Don't know,26/11/2014,0.09,Male
Approve,03/12/2014,0.35,Male
Disapprove,03/12/2014,0.56,Male
Don't know,03/12/2014,0.1,Male
Approve,09/12/2014,0.36,Male
Disapprove,09/12/2014,0.54,Male
Don't know,09/12/2014,0.1,Male
Approve,17/12/2014,0.34,Male
Disapprove,17/12/2014,0.55,Male
Don't know,17/12/2014,0.11,Male
Approve,22/12/2014,0.34,Male
Disapprove,22/12/2014,0.55,Male
Don't know,22/12/2014,0.1,Male
Approve,07/01/2015,0.35,Male
Disapprove,07/01/2015,0.55,Male
Don't know,07/01/2015,0.11,Male
Approve,14/01/2015,0.35,Male
Disapprove,14/01/2015,0.54,Male
Don't know,14/01/2015,0.11,Male
Approve,21/01/2015,0.36,Male
Disapprove,21/01/2015,0.54,Male
Don't know,21/01/2015,0.1,Male
Approve,28/01/2015,0.36,Male
Disapprove,28/01/2015,0.54,Male
Don't know,28/01/2015,0.1,Male
Approve,04/02/2015,0.37,Male
Disapprove,04/02/2015,0.52,Male
Don't know,04/02/2015,0.11,Male
Approve,11/02/2015,0.36,Male
Disapprove,11/02/2015,0.54,Male
Don't know,11/02/2015,0.1,Male
Approve,18/02/2015,0.36,Male
Disapprove,18/02/2015,0.54,Male
Don't know,18/02/2015,0.1,Male
Approve,24/02/2015,0.39,Male
Disapprove,24/02/2015,0.52,Male
Don't know,24/02/2015,0.09,Male
Approve,04/03/2015,0.37,Male
Disapprove,04/03/2015,0.54,Male
Don't know,04/03/2015,0.1,Male
Approve,11/03/2015,0.38,Male
Disapprove,11/03/2015,0.51,Male
Don't know,11/03/2015,0.11,Male
Approve,18/03/2015,0.38,Male
Disapprove,18/03/2015,0.5,Male
Don't know,18/03/2015,0.11,Male
Approve,25/03/2015,0.42,Male
Disapprove,25/03/2015,0.49,Male
Don't know,25/03/2015,0.1,Male
Approve,01/04/2015,0.41,Male
Disapprove,01/04/2015,0.48,Male
Don't know,01/04/2015,0.11,Male
Approve,08/04/2015,0.41,Male
Disapprove,08/04/2015,0.5,Male
Don't know,08/04/2015,0.09,Male
Approve,15/04/2015,0.41,Male
Disapprove,15/04/2015,0.5,Male
Don't know,15/04/2015,0.09,Male
Approve,21/04/2015,0.4,Male
Disapprove,21/04/2015,0.5,Male
Don't know,21/04/2015,0.09,Male
Approve,28/04/2015,0.4,Male
Disapprove,28/04/2015,0.51,Male
Don't know,28/04/2015,0.09,Male
Approve,05/05/2015,0.42,Male
Disapprove,05/05/2015,0.5,Male
Don't know,05/05/2015,0.09,Male
Approve,13/05/2015,0.45,Male
Disapprove,13/05/2015,0.44,Male
Don't know,13/05/2015,0.11,Male
Approve,18/05/2015,0.44,Male
Disapprove,18/05/2015,0.44,Male
Don't know,18/05/2015,0.12,Male
Approve,26/05/2015,0.46,Male
Disapprove,26/05/2015,0.43,Male
Don't know,26/05/2015,0.12,Male
Approve,02/06/2015,0.44,Male
Disapprove,02/06/2015,0.45,Male
Don't know,02/06/2015,0.11,Male
Approve,10/06/2015,0.43,Male
Disapprove,10/06/2015,0.44,Male
Don't know,10/06/2015,0.13,Male
Approve,16/06/2015,0.44,Male
Disapprove,16/06/2015,0.44,Male
Don't know,16/06/2015,0.12,Male
Approve,24/06/2015,0.44,Male
Disapprove,24/06/2015,0.44,Male
Don't know,24/06/2015,0.11,Male
Approve,01/07/2015,0.43,Male
Disapprove,01/07/2015,0.46,Male
Don't know,01/07/2015,0.11,Male
Approve,07/07/2015,0.39,Male
Disapprove,07/07/2015,0.5,Male
Don't know,07/07/2015,0.11,Male
Approve,13/07/2015,0.43,Male
Disapprove,13/07/2015,0.44,Male
Don't know,13/07/2015,0.13,Male
Approve,24/08/2015,0.43,Male
Disapprove,24/08/2015,0.48,Male
Don't know,24/08/2015,0.09,Male
Approve,18/09/2015,0.41,Male
Disapprove,18/09/2015,0.5,Male
Don't know,18/09/2015,0.09,Male
Approve,26/10/2015,0.41,Male
Disapprove,26/10/2015,0.48,Male
Don't know,26/10/2015,0.1,Male
Approve,23/11/2015,0.34,Male
Disapprove,23/11/2015,0.57,Male
Don't know,23/11/2015,0.09,Male
Approve,23/12/2015,0.35,Male
Disapprove,23/12/2015,0.52,Male
Don't know,23/12/2015,0.13,Male
Approve,25/01/2016,0.39,Male
Disapprove,25/01/2016,0.51,Male
Don't know,25/01/2016,0.11,Male
Approve,23/02/2016,0.32,Male
Disapprove,23/02/2016,0.52,Male
Don't know,23/02/2016,0.16,Male
Approve,21/03/2016,0.27,Male
Disapprove,21/03/2016,0.58,Male
Don't know,21/03/2016,0.16,Male
Approve,25/04/2016,0.25,Male
Disapprove,25/04/2016,0.56,Male
Don't know,25/04/2016,0.18,Male
Approve,02/05/2016,0.27,Male
Disapprove,02/05/2016,0.6,Male
Don't know,02/05/2016,0.13,Male
Approve,20/05/2016,0.26,Male
Disapprove,20/05/2016,0.61,Male
Don't know,20/05/2016,0.13,Male
Approve,05/06/2016,0.22,Male
Disapprove,05/06/2016,0.64,Male
Don't know,05/06/2016,0.15,Male
Approve,04/07/2016,0.24,Male
Disapprove,04/07/2016,0.61,Male
Don't know,04/07/2016,0.15,Male
Approve,22/07/2016,0.3,Male
Disapprove,22/07/2016,0.51,Male
Don't know,22/07/2016,0.2,Male
Approve,01/09/2016,0.3,Male
Disapprove,01/09/2016,0.5,Male
Don't know,01/09/2016,0.2,Male
Approve,19/09/2016,0.3,Male
Disapprove,19/09/2016,0.54,Male
Don't know,19/09/2016,0.17,Male
Approve,24/10/2016,0.34,Male
Disapprove,24/10/2016,0.45,Male
Don't know,24/10/2016,0.22,Male
Approve,22/11/2016,0.33,Male
Disapprove,22/11/2016,0.46,Male
Don't know,22/11/2016,0.21,Male
Approve,15/12/2016,0.28,Male
Disapprove,15/12/2016,0.53,Male
Don't know,15/12/2016,0.19,Male
Approve,24/01/2017,0.34,Male
Disapprove,24/01/2017,0.41,Male
Don't know,24/01/2017,0.24,Male
Approve,20/02/2017,0.31,Male
Disapprove,20/02/2017,0.46,Male
Don't know,20/02/2017,0.23,Male
Approve,29/03/2017,0.39,Male
Disapprove,29/03/2017,0.41,Male
Don't know,29/03/2017,0.2,Male
Approve,21/04/2017,0.38,Male
Disapprove,21/04/2017,0.45,Male
Don't know,21/04/2017,0.17,Male
Approve,28/04/2017,0.4,Male
Disapprove,28/04/2017,0.43,Male
Don't know,28/04/2017,0.17,Male
Approve,22/05/2017,0.35,Male
Disapprove,22/05/2017,0.5,Male
Don't know,22/05/2017,0.15,Male
Approve,26/06/2017,0.26,Male
Disapprove,26/06/2017,0.56,Male
Don't know,26/06/2017,0.19,Male
Approve,24/07/2017,0.26,Male
Disapprove,24/07/2017,0.56,Male
Don't know,24/07/2017,0.18,Male
Approve,24/08/2017,0.25,Male
Disapprove,24/08/2017,0.53,Male
Don't know,24/08/2017,0.21,Male
Approve,27/09/2017,0.23,Male
Disapprove,27/09/2017,0.56,Male
Don't know,27/09/2017,0.21,Male
Approve,19/10/2017,0.24,Male
Disapprove,19/10/2017,0.53,Male
Don't know,19/10/2017,0.23,Male
Approve,17/11/2017,0.2,Male
Disapprove,17/11/2017,0.58,Male
Don't know,17/11/2017,0.22,Male
Approve,15/12/2017,0.23,Male
Disapprove,15/12/2017,0.53,Male
Don't know,15/12/2017,0.24,Male
Approve,28/02/2018,0.27,Male
Disapprove,28/02/2018,0.55,Male
Don't know,28/02/2018,0.18,Male
Approve,24/03/2018,0.27,Male
Disapprove,24/03/2018,0.5,Male
Don't know,24/03/2018,0.23,Male
Approve,19/04/2018,0.35,Male
Disapprove,19/04/2018,0.45,Male
Don't know,19/04/2018,0.2,Male
Approve,26/04/2018,0.29,Male
Disapprove,26/04/2018,0.51,Male
Don't know,26/04/2018,0.21,Male
Approve,11/06/2018,0.26,Male
Disapprove,11/06/2018,0.52,Male
Don't know,11/06/2018,0.22,Male
Approve,04/07/2018,0.28,Male
Disapprove,04/07/2018,0.42,Male
Don't know,04/07/2018,0.3,Male
Approve,24/07/2018,0.19,Male
Disapprove,24/07/2018,0.6,Male
Don't know,24/07/2018,0.22,Male
Approve,22/08/2018,0.22,Male
Disapprove,22/08/2018,0.56,Male
Don't know,22/08/2018,0.22,Male
Approve,21/09/2018,0.22,Male
Disapprove,21/09/2018,0.58,Male
Don't know,21/09/2018,0.2,Male
Approve,23/10/2018,0.24,Male
Disapprove,23/10/2018,0.56,Male
Don't know,23/10/2018,0.2,Male
Approve,22/11/2018,0.19,Male
Disapprove,22/11/2018,0.59,Male
Don't know,22/11/2018,0.21,Male
Approve,17/12/2018,0.22,Male
Disapprove,17/12/2018,0.58,Male
Don't know,17/12/2018,0.2,Male
Approve,23/01/2019,0.14,Male
Disapprove,23/01/2019,0.67,Male
Don't know,23/01/2019,0.19,Male
Approve,27/03/2019,0.13,Male
Disapprove,27/03/2019,0.71,Male
Don't know,27/03/2019,0.16,Male
Approve,01/05/2019,0.12,Male
Disapprove,01/05/2019,0.7,Male
Don't know,01/05/2019,0.18,Male
Approve,13/05/2019,0.1,Male
Disapprove,13/05/2019,0.77,Male
Don't know,13/05/2019,0.13,Male
Approve,24/06/2019,0.11,Male
Disapprove,24/06/2019,0.73,Male
Don't know,24/06/2019,0.15,Male
Approve,01/07/2019,0.11,Male
Disapprove,01/07/2019,0.76,Male
Don't know,01/07/2019,0.13,Male
Approve,08/07/2019,0.11,Male
Disapprove,08/07/2019,0.72,Male
Don't know,08/07/2019,0.17,Male
Approve,14/07/2019,0.15,Male
Disapprove,14/07/2019,0.73,Male
Don't know,14/07/2019,0.12,Male
Approve,22/07/2019,0.12,Male
Disapprove,22/07/2019,0.72,Male
Don't know,22/07/2019,0.17,Male
Approve,29/07/2019,0.16,Male
Disapprove,29/07/2019,0.67,Male
Don't know,29/07/2019,0.18,Male
Approve,05/08/2019,0.17,Male
Disapprove,05/08/2019,0.63,Male
Don't know,05/08/2019,0.2,Male
Approve,11/08/2019,0.23,Male
Disapprove,11/08/2019,0.63,Male
Don't know,11/08/2019,0.14,Male
Approve,19/08/2019,0.19,Male
Disapprove,19/08/2019,0.63,Male
Don't know,19/08/2019,0.18,Male
Approve,26/08/2019,0.21,Male
Disapprove,26/08/2019,0.63,Male
Don't know,26/08/2019,0.15,Male
Approve,02/09/2019,0.25,Male
Disapprove,02/09/2019,0.59,Male
Don't know,02/09/2019,0.16,Male
Approve,09/09/2019,0.21,Male
Disapprove,09/09/2019,0.64,Male
Don't know,09/09/2019,0.15,Male
Approve,16/09/2019,0.24,Male
Disapprove,16/09/2019,0.63,Male
Don't know,16/09/2019,0.14,Male
Approve,23/09/2019,0.21,Male
Disapprove,23/09/2019,0.64,Male
Don't know,23/09/2019,0.14,Male
Approve,30/09/2019,0.22,Male
Disapprove,30/09/2019,0.61,Male
Don't know,30/09/2019,0.16,Male
Approve,06/10/2019,0.24,Male
Disapprove,06/10/2019,0.61,Male
Don't know,06/10/2019,0.15,Male
Approve,14/10/2019,0.23,Male
Disapprove,14/10/2019,0.56,Male
Don't know,14/10/2019,0.2,Male
Approve,21/10/2019,0.26,Male
Disapprove,21/10/2019,0.57,Male
Don't know,21/10/2019,0.17,Male
Approve,28/10/2019,0.26,Male
Disapprove,28/10/2019,0.56,Male
Don't know,28/10/2019,0.18,Male
Approve,04/11/2019,0.25,Male
Disapprove,04/11/2019,0.63,Male
Don't know,04/11/2019,0.12,Male
Approve,11/11/2019,0.29,Male
Disapprove,11/11/2019,0.57,Male
Don't know,11/11/2019,0.14,Male
Approve,18/11/2019,0.25,Male
Disapprove,18/11/2019,0.61,Male
Don't know,18/11/2019,0.14,Male
Approve,25/11/2019,0.27,Male
Disapprove,25/11/2019,0.59,Male
Don't know,25/11/2019,0.14,Male
Approve,01/12/2019,0.25,Male
Disapprove,01/12/2019,0.61,Male
Don't know,01/12/2019,0.14,Male
Approve,16/12/2019,0.32,Male
Disapprove,16/12/2019,0.53,Male
Don't know,16/12/2019,0.15,Male
Approve,23/12/2019,0.41,Male
Disapprove,23/12/2019,0.45,Male
Don't know,23/12/2019,0.14,Male
Approve,30/12/2019,0.36,Male
Disapprove,30/12/2019,0.43,Male
Don't know,30/12/2019,0.2,Male
Approve,06/01/2020,0.33,Male
Disapprove,06/01/2020,0.46,Male
Don't know,06/01/2020,0.2,Male
Approve,13/01/2020,0.38,Male
Disapprove,13/01/2020,0.42,Male
Don't know,13/01/2020,0.2,Male
Approve,20/01/2020,0.36,Male
Disapprove,20/01/2020,0.44,Male
Don't know,20/01/2020,0.2,Male
Approve,27/01/2020,0.36,Male
Disapprove,27/01/2020,0.43,Male
Don't know,27/01/2020,0.2,Male
Approve,03/02/2020,0.4,Male
Disapprove,03/02/2020,0.42,Male
Don't know,03/02/2020,0.17,Male
Approve,09/02/2020,0.41,Male
Disapprove,09/02/2020,0.42,Male
Don't know,09/02/2020,0.17,Male
Approve,17/02/2020,0.42,Male
Disapprove,17/02/2020,0.35,Male
Don't know,17/02/2020,0.23,Male
Approve,24/02/2020,0.38,Male
Disapprove,24/02/2020,0.41,Male
Don't know,24/02/2020,0.21,Male
Approve,02/03/2020,0.4,Male
Disapprove,02/03/2020,0.41,Male
Don't know,02/03/2020,0.19,Male
Approve,09/03/2020,0.42,Male
Disapprove,09/03/2020,0.38,Male
Don't know,09/03/2020,0.2,Male
Approve,16/03/2020,0.42,Male
Disapprove,16/03/2020,0.36,Male
Don't know,16/03/2020,0.22,Male
Approve,23/03/2020,0.52,Male
Disapprove,23/03/2020,0.31,Male
Don't know,23/03/2020,0.18,Male
Approve,30/03/2020,0.52,Male
Disapprove,30/03/2020,0.31,Male
Don't know,30/03/2020,0.17,Male
Approve,06/04/2020,0.53,Male
Disapprove,06/04/2020,0.31,Male
Don't know,06/04/2020,0.16,Male
Approve,13/04/2020,0.52,Male
Disapprove,13/04/2020,0.32,Male
Don't know,13/04/2020,0.16,Male
Approve,20/04/2020,0.48,Male
Disapprove,20/04/2020,0.35,Male
Don't know,20/04/2020,0.17,Male
Approve,27/04/2020,0.49,Male
Disapprove,27/04/2020,0.39,Male
Don't know,27/04/2020,0.12,Male
Approve,03/05/2020,0.51,Male
Disapprove,03/05/2020,0.34,Male
Don't know,03/05/2020,0.16,Male
Approve,10/05/2020,0.44,Male
Disapprove,10/05/2020,0.42,Male
Don't know,10/05/2020,0.14,Male
Approve,18/05/2020,0.43,Male
Disapprove,18/05/2020,0.44,Male
Don't know,18/05/2020,0.14,Male
Approve,25/05/2020,0.36,Male
Disapprove,25/05/2020,0.47,Male
Don't know,25/05/2020,0.17,Male
Approve,02/06/2020,0.39,Male
Disapprove,02/06/2020,0.44,Male
Don't know,02/06/2020,0.17,Male
Approve,08/06/2020,0.36,Male
Disapprove,08/06/2020,0.48,Male
Don't know,08/06/2020,0.16,Male
Approve,15/06/2020,0.35,Male
Disapprove,15/06/2020,0.5,Male
Don't know,15/06/2020,0.15,Male
Approve,22/06/2020,0.31,Male
Disapprove,22/06/2020,0.53,Male
Don't know,22/06/2020,0.16,Male
Approve,29/06/2020,0.39,Male
Disapprove,29/06/2020,0.47,Male
Don't know,29/06/2020,0.14,Male
Approve,06/07/2020,0.37,Male
Disapprove,06/07/2020,0.48,Male
Don't know,06/07/2020,0.15,Male
Approve,13/07/2020,0.38,Male
Disapprove,13/07/2020,0.45,Male
Don't know,13/07/2020,0.17,Male
Approve,20/07/2020,0.35,Male
Disapprove,20/07/2020,0.43,Male
Don't know,20/07/2020,0.21,Male
Approve,27/07/2020,0.39,Male
Disapprove,27/07/2020,0.47,Male
Don't know,27/07/2020,0.14,Male
Approve,03/08/2020,0.34,Male
Disapprove,03/08/2020,0.51,Male
Don't know,03/08/2020,0.15,Male
Approve,10/08/2020,0.32,Male
Disapprove,10/08/2020,0.48,Male
Don't know,10/08/2020,0.2,Male
Approve,17/08/2020,0.31,Male
Disapprove,17/08/2020,0.51,Male
Don't know,17/08/2020,0.18,Male
Approve,24/08/2020,0.33,Male
Disapprove,24/08/2020,0.5,Male
Don't know,24/08/2020,0.17,Male
Approve,31/08/2020,0.31,Male
Disapprove,31/08/2020,0.51,Male
Don't know,31/08/2020,0.18,Male
Approve,07/09/2020,0.31,Male
Disapprove,07/09/2020,0.54,Male
Don't know,07/09/2020,0.15,Male
Approve,14/09/2020,0.34,Male
Disapprove,14/09/2020,0.5,Male
Don't know,14/09/2020,0.16,Male
Approve,21/09/2020,0.3,Male
Disapprove,21/09/2020,0.56,Male
Don't know,21/09/2020,0.15,Male
Approve,28/09/2020,0.29,Male
Disapprove,28/09/2020,0.52,Male
Don't know,28/09/2020,0.19,Male
Approve,05/10/2020,0.32,Male
Disapprove,05/10/2020,0.55,Male
Don't know,05/10/2020,0.13,Male
Approve,12/10/2020,0.32,Male
Disapprove,12/10/2020,0.54,Male
Don't know,12/10/2020,0.14,Male
Approve,18/10/2020,0.27,Male
Disapprove,18/10/2020,0.57,Male
Don't know,18/10/2020,0.16,Male
Approve,26/10/2020,0.28,Male
Disapprove,26/10/2020,0.59,Male
Don't know,26/10/2020,0.12,Male
Approve,02/11/2020,0.28,Male
Disapprove,02/11/2020,0.6,Male
Don't know,02/11/2020,0.12,Male
Approve,09/11/2020,0.29,Male
Disapprove,09/11/2020,0.57,Male
Don't know,09/11/2020,0.14,Male
Approve,15/11/2020,0.32,Male
Disapprove,15/11/2020,0.49,Male
Don't know,15/11/2020,0.19,Male
Approve,23/11/2020,0.29,Male
Disapprove,23/11/2020,0.54,Male
Don't know,23/11/2020,0.17,Male
Approve,30/11/2020,0.31,Male
Disapprove,30/11/2020,0.54,Male
Don't know,30/11/2020,0.15,Male
Approve,07/12/2020,0.29,Male
Disapprove,07/12/2020,0.56,Male
Don't know,07/12/2020,0.16,Male
Approve,14/12/2020,0.29,Male
Disapprove,14/12/2020,0.54,Male
Don't know,14/12/2020,0.17,Male
Approve,20/12/2020,0.3,Male
Disapprove,20/12/2020,0.56,Male
Don't know,20/12/2020,0.14,Male
Approve,28/12/2020,0.31,Male
Disapprove,28/12/2020,0.52,Male
Don't know,28/12/2020,0.17,Male
Approve,04/01/2021,0.34,Male
Disapprove,04/01/2021,0.53,Male
Don't know,04/01/2021,0.13,Male
Approve,11/01/2021,0.32,Male
Disapprove,11/01/2021,0.53,Male
Don't know,11/01/2021,0.15,Male
Approve,18/01/2021,0.31,Male
Disapprove,18/01/2021,0.56,Male
Don't know,18/01/2021,0.12,Male
Approve,25/01/2021,0.32,Male
Disapprove,25/01/2021,0.56,Male
Don't know,25/01/2021,0.13,Male
Approve,01/02/2021,0.34,Male
Disapprove,01/02/2021,0.54,Male
Don't know,01/02/2021,0.12,Male
Approve,08/02/2021,0.36,Male
Disapprove,08/02/2021,0.52,Male
Don't know,08/02/2021,0.12,Male
Approve,15/02/2021,0.33,Male
Disapprove,15/02/2021,0.52,Male
Don't know,15/02/2021,0.15,Male
Approve,22/02/2021,0.38,Male
Disapprove,22/02/2021,0.51,Male
Don't know,22/02/2021,0.11,Male
Approve,01/03/2021,0.38,Male
Disapprove,01/03/2021,0.46,Male
Don't know,01/03/2021,0.16,Male
